id,hometown,habit,age,gender,result
11516,Ha Noi,marathon,22,female,yes
11517,Ha Noi,marathon,19,male,no
11518,Vinh Phuc,marathon,20,male,yes
11519,Ha Noi,badminton,21,male,yes
11520,Vinh,football,20,female,no
11521,Hai Duong,volleyball,20,male,yes
11522,Vinh,football,22,male,no
11523,Vinh Phuc,marathon,18,male,yes
11524,Ha Noi,marathon,19,female,no
11525,Hai Duong,volleyball,19,female,no
11526,Hai Phong,badminton,19,male,no
11527,Ha Noi,marathon,18,male,no
11528,Hai Duong,volleyball,19,female,no
11529,Vinh,badminton,21,female,yes
11530,Binh Duong,volleyball,21,male,yes
11531,Binh Duong,football,19,male,no
11532,Binh Duong,football,22,female,no
11533,Ha Noi,football,23,male,no
11534,Vinh,badminton,20,female,yes
11535,Ha Noi,football,23,male,no
11536,Hai Duong,football,19,female,yes
11537,Ca Mau,volleyball,23,female,yes
11538,Hai Duong,badminton,22,male,yes
11539,Vinh,marathon,22,male,yes
11540,Vinh,football,23,male,no
11541,Hai Phong,marathon,21,female,no
11542,Ca Mau,football,22,female,yes
11543,Binh Duong,volleyball,18,female,yes
11544,Binh Duong,marathon,18,male,no
11545,Ha Noi,football,23,female,yes
11546,Ca Mau,marathon,23,male,yes
11547,Vinh,badminton,22,male,yes
11548,Vinh,marathon,19,male,no
11549,Binh Duong,volleyball,19,female,no
11550,Vinh,badminton,23,female,no
11551,Vinh,volleyball,18,female,no
11552,Ha Noi,volleyball,18,female,no
11553,Hai Duong,football,21,male,no
11554,Ca Mau,volleyball,20,male,yes
11555,Vinh,football,22,male,no
11556,Vinh,marathon,21,male,yes
11557,Ca Mau,marathon,18,male,yes
11558,Binh Duong,volleyball,20,male,yes
11559,Hai Phong,badminton,21,female,no
11560,Ca Mau,marathon,22,male,yes
11561,Hai Duong,badminton,20,female,no
11562,Vinh Phuc,volleyball,23,male,yes
11563,Vinh,marathon,21,female,no
11564,Ha Noi,football,20,male,yes
11565,Ca Mau,badminton,23,female,yes
11566,Hai Phong,football,19,male,no
11567,Ca Mau,volleyball,20,female,no
11568,Binh Duong,badminton,19,female,no
11569,Hai Duong,volleyball,19,male,no
11570,Vinh,badminton,21,male,yes
11571,Vinh,badminton,21,male,no
11572,Ha Noi,football,23,female,no
11573,Binh Duong,football,22,female,no
11574,Hai Phong,marathon,21,male,yes
11575,Ca Mau,football,20,male,yes
11576,Vinh,football,21,female,yes
11577,Ca Mau,marathon,23,male,no
11578,Hai Duong,marathon,22,male,yes
11579,Vinh,football,18,male,no
11580,Hai Duong,marathon,22,male,yes
11581,Vinh Phuc,football,19,female,yes
11582,Vinh,football,19,female,no
11583,Hai Phong,badminton,21,male,no
11584,Ca Mau,football,18,female,no
11585,Vinh Phuc,badminton,22,female,no
11586,Ha Noi,badminton,23,female,yes
11587,Hai Phong,football,23,female,no
11588,Ha Noi,marathon,23,female,no
11589,Binh Duong,marathon,18,male,yes
11590,Ca Mau,marathon,19,male,no
11591,Vinh,badminton,22,male,yes
11592,Hai Phong,volleyball,20,female,yes
11593,Binh Duong,volleyball,21,male,yes
11594,Ca Mau,football,23,male,yes
11595,Binh Duong,badminton,21,male,yes
11596,Ca Mau,badminton,18,male,yes
11597,Ha Noi,marathon,20,female,no
11598,Ha Noi,badminton,19,male,no
11599,Vinh,badminton,21,female,yes
11600,Vinh,badminton,20,male,yes
11601,Ha Noi,football,19,male,no
11602,Ha Noi,football,22,female,yes
11603,Vinh,football,19,male,yes
11604,Binh Duong,badminton,20,female,yes
11605,Binh Duong,marathon,19,female,yes
11606,Binh Duong,badminton,19,male,yes
11607,Hai Phong,football,22,male,no
11608,Vinh,volleyball,23,female,yes
11609,Hai Duong,football,21,male,no
11610,Binh Duong,football,20,male,no
11611,Ca Mau,football,18,female,yes
11612,Vinh Phuc,volleyball,22,male,yes
11613,Ca Mau,football,20,male,no
11614,Hai Phong,football,20,female,no
11615,Hai Duong,marathon,21,female,yes
11616,Ca Mau,badminton,22,male,no
11617,Hai Phong,marathon,23,male,yes
11618,Ca Mau,marathon,23,male,yes
11619,Hai Phong,marathon,21,male,no
11620,Ca Mau,badminton,22,female,yes
11621,Hai Duong,football,19,female,yes
11622,Hai Duong,volleyball,23,female,no
11623,Ca Mau,volleyball,18,female,no
11624,Ha Noi,volleyball,23,male,yes
11625,Hai Phong,badminton,20,female,yes
11626,Hai Phong,football,23,female,no
11627,Ca Mau,marathon,23,male,no
11628,Vinh,badminton,22,male,no
11629,Vinh,football,20,male,no
11630,Hai Phong,badminton,20,female,no
11631,Binh Duong,football,21,male,no
11632,Binh Duong,marathon,19,female,yes
11633,Vinh,football,18,female,yes
11634,Ca Mau,volleyball,19,male,no
11635,Vinh,football,23,female,no
11636,Hai Duong,volleyball,19,male,yes
11637,Vinh Phuc,marathon,19,male,no
11638,Ha Noi,volleyball,19,female,no
11639,Vinh Phuc,football,19,male,no
11640,Binh Duong,volleyball,18,female,yes
11641,Vinh Phuc,football,20,male,no
11642,Ca Mau,volleyball,22,male,yes
11643,Hai Duong,volleyball,23,female,no
11644,Hai Duong,football,23,male,no
11645,Hai Duong,volleyball,22,female,no
11646,Hai Duong,badminton,21,female,no
11647,Hai Duong,football,18,male,no
11648,Hai Phong,marathon,20,female,no
11649,Hai Duong,football,21,male,no
11650,Ha Noi,marathon,22,female,yes
11651,Hai Duong,marathon,20,male,no
11652,Vinh Phuc,marathon,18,male,no
11653,Binh Duong,volleyball,19,female,yes
11654,Hai Duong,marathon,20,male,no
11655,Hai Duong,football,19,male,no
11656,Vinh,badminton,22,male,yes
11657,Ha Noi,football,23,male,no
11658,Vinh Phuc,marathon,22,female,yes
11659,Binh Duong,marathon,18,male,no
11660,Vinh,football,18,male,no
11661,Hai Phong,volleyball,18,female,no
11662,Binh Duong,badminton,18,female,no
11663,Hai Phong,volleyball,18,female,yes
11664,Ha Noi,badminton,20,female,yes
11665,Binh Duong,badminton,20,female,no
11666,Vinh,volleyball,19,female,no
11667,Vinh Phuc,football,19,female,yes
11668,Ca Mau,football,23,female,no
11669,Vinh Phuc,marathon,23,male,yes
11670,Vinh Phuc,marathon,21,male,yes
11671,Hai Phong,marathon,18,male,yes
11672,Vinh Phuc,football,22,female,yes
11673,Hai Duong,football,22,female,yes
11674,Hai Duong,football,20,female,yes
11675,Ha Noi,badminton,21,female,yes
11676,Vinh Phuc,volleyball,23,female,yes
11677,Hai Phong,volleyball,22,female,yes
11678,Ha Noi,marathon,22,male,yes
11679,Hai Phong,volleyball,20,male,yes
11680,Hai Duong,football,18,female,no
11681,Hai Duong,marathon,19,male,no
11682,Ha Noi,badminton,22,female,no
11683,Hai Phong,marathon,18,male,yes
11684,Vinh,marathon,18,female,no
11685,Ca Mau,marathon,23,male,no
11686,Ha Noi,marathon,21,male,no
11687,Ca Mau,volleyball,23,male,yes
11688,Binh Duong,marathon,18,male,yes
11689,Vinh Phuc,marathon,20,male,no
11690,Vinh,badminton,21,female,no
11691,Hai Duong,marathon,19,male,yes
11692,Hai Phong,volleyball,22,female,yes
11693,Hai Duong,football,20,female,yes
11694,Vinh Phuc,marathon,21,female,no
11695,Vinh Phuc,volleyball,19,male,no
11696,Ha Noi,football,23,male,no
11697,Ha Noi,marathon,23,male,yes
11698,Ca Mau,badminton,19,male,yes
11699,Ca Mau,football,22,male,yes
11700,Hai Phong,volleyball,19,female,no
11701,Vinh,football,22,male,no
11702,Hai Phong,badminton,23,male,yes
11703,Ha Noi,marathon,19,female,yes
11704,Hai Duong,badminton,19,female,yes
11705,Vinh Phuc,football,21,male,no
11706,Hai Duong,badminton,22,male,no
11707,Binh Duong,marathon,22,female,yes
11708,Vinh,badminton,19,female,yes
11709,Ca Mau,volleyball,21,female,no
11710,Vinh Phuc,marathon,23,male,yes
11711,Ca Mau,football,18,female,no
11712,Vinh,volleyball,20,male,yes
11713,Ha Noi,badminton,21,male,yes
11714,Ca Mau,volleyball,20,female,yes
11715,Hai Duong,volleyball,22,male,no
11716,Ca Mau,football,23,female,yes
11717,Binh Duong,marathon,23,male,no
11718,Vinh,volleyball,21,female,yes
11719,Binh Duong,volleyball,23,male,no
11720,Vinh,marathon,23,female,yes
11721,Hai Phong,volleyball,21,male,yes
11722,Vinh,marathon,20,female,no
11723,Vinh Phuc,badminton,21,female,no
11724,Hai Duong,marathon,23,male,no
11725,Hai Duong,badminton,23,female,no
11726,Vinh,football,20,male,yes
11727,Vinh Phuc,badminton,22,male,yes
11728,Ca Mau,badminton,22,male,no
11729,Vinh Phuc,badminton,22,female,yes
11730,Ha Noi,football,19,female,yes
11731,Vinh,badminton,21,female,yes
11732,Hai Duong,football,22,female,no
11733,Vinh Phuc,volleyball,20,female,no
11734,Ca Mau,marathon,19,female,yes
11735,Binh Duong,volleyball,22,male,no
11736,Ha Noi,badminton,22,male,no
11737,Ha Noi,badminton,22,male,no
11738,Ca Mau,volleyball,19,male,no
11739,Vinh,marathon,18,female,yes
11740,Vinh,badminton,18,male,yes
11741,Hai Duong,volleyball,21,male,yes
11742,Vinh Phuc,volleyball,21,female,yes
11743,Hai Duong,badminton,21,male,yes
11744,Ca Mau,football,18,female,yes
11745,Ha Noi,volleyball,18,female,no
11746,Ha Noi,badminton,21,female,no
11747,Vinh Phuc,badminton,23,female,yes
11748,Vinh,marathon,23,female,no
11749,Hai Phong,marathon,22,female,no
11750,Hai Duong,volleyball,20,male,yes
11751,Ha Noi,marathon,19,female,no
11752,Vinh,volleyball,23,male,yes
11753,Ca Mau,football,19,female,no
11754,Hai Phong,badminton,23,female,yes
11755,Hai Duong,marathon,19,male,yes
11756,Hai Phong,volleyball,23,male,no
11757,Vinh,badminton,18,female,yes
11758,Ca Mau,volleyball,23,female,no
11759,Vinh,marathon,23,male,yes
11760,Hai Duong,badminton,21,male,yes
11761,Hai Phong,marathon,19,male,no
11762,Vinh Phuc,badminton,21,male,yes
11763,Hai Duong,marathon,21,female,no
11764,Vinh Phuc,football,21,female,yes
11765,Hai Phong,marathon,18,female,yes
11766,Vinh,volleyball,20,male,no
11767,Ca Mau,volleyball,21,male,yes
11768,Vinh Phuc,badminton,20,male,yes
11769,Ha Noi,badminton,22,male,yes
11770,Hai Duong,badminton,22,female,no
11771,Ha Noi,marathon,20,female,yes
11772,Ha Noi,football,20,female,yes
11773,Ha Noi,badminton,22,female,yes
11774,Hai Phong,volleyball,23,male,yes
11775,Vinh Phuc,football,23,male,yes
11776,Vinh,marathon,23,male,yes
11777,Hai Phong,marathon,21,male,no
11778,Hai Phong,marathon,20,female,yes
11779,Ca Mau,football,21,male,no
11780,Hai Phong,marathon,18,female,no
11781,Vinh,volleyball,21,male,yes
11782,Ca Mau,volleyball,21,female,no
11783,Vinh,volleyball,20,female,no
11784,Vinh,marathon,21,female,yes
11785,Binh Duong,badminton,22,male,no
11786,Hai Duong,volleyball,23,female,yes
11787,Vinh,badminton,20,male,no
11788,Vinh,badminton,19,male,yes
11789,Hai Duong,badminton,23,male,no
11790,Ha Noi,volleyball,20,male,no
11791,Vinh Phuc,badminton,22,male,no
11792,Hai Phong,football,20,female,no
11793,Hai Phong,badminton,20,female,no
11794,Hai Duong,football,19,female,yes
11795,Binh Duong,volleyball,22,male,yes
11796,Vinh Phuc,football,19,male,no
11797,Hai Phong,football,23,male,yes
11798,Vinh,badminton,20,male,no
11799,Vinh,football,18,female,no
11800,Vinh Phuc,badminton,18,female,no
11801,Binh Duong,volleyball,18,male,no
11802,Ca Mau,badminton,19,female,no
11803,Ha Noi,marathon,22,male,no
11804,Vinh,badminton,23,male,yes
11805,Hai Duong,badminton,21,female,no
11806,Vinh Phuc,marathon,22,female,yes
11807,Vinh Phuc,badminton,21,male,no
11808,Binh Duong,marathon,19,female,no
11809,Ca Mau,volleyball,20,female,yes
11810,Ca Mau,volleyball,19,male,no
11811,Hai Phong,marathon,23,female,yes
11812,Binh Duong,football,23,male,yes
11813,Hai Duong,volleyball,19,female,no
11814,Binh Duong,volleyball,21,female,yes
11815,Vinh Phuc,football,23,female,no
11816,Hai Phong,volleyball,19,female,no
11817,Vinh Phuc,badminton,19,female,yes
11818,Hai Duong,volleyball,22,male,no
11819,Vinh Phuc,football,20,female,yes
11820,Vinh Phuc,badminton,19,male,yes
11821,Ha Noi,marathon,23,male,yes
11822,Ha Noi,volleyball,23,female,no
11823,Vinh,marathon,20,male,no
11824,Vinh Phuc,football,20,female,yes
11825,Vinh Phuc,badminton,18,female,yes
11826,Hai Duong,volleyball,20,female,yes
11827,Ha Noi,volleyball,22,male,yes
11828,Ca Mau,volleyball,23,female,no
11829,Binh Duong,football,18,female,yes
11830,Hai Phong,volleyball,23,female,no
11831,Hai Phong,marathon,21,male,no
11832,Binh Duong,badminton,20,male,yes
11833,Binh Duong,marathon,18,male,yes
11834,Ca Mau,marathon,23,male,no
11835,Hai Duong,marathon,18,male,yes
11836,Hai Phong,marathon,18,male,yes
11837,Binh Duong,marathon,20,male,no
11838,Ca Mau,badminton,21,female,yes
11839,Ca Mau,football,22,female,yes
11840,Hai Phong,badminton,21,female,yes
11841,Vinh Phuc,volleyball,23,male,no
11842,Hai Phong,football,18,male,yes
11843,Vinh Phuc,badminton,23,male,yes
11844,Ha Noi,football,22,male,yes
11845,Hai Phong,football,22,female,no
11846,Hai Duong,football,20,female,no
11847,Vinh Phuc,badminton,18,female,yes
11848,Hai Phong,football,19,female,no
11849,Ca Mau,badminton,19,female,no
11850,Binh Duong,marathon,21,male,no
11851,Hai Duong,marathon,18,male,no
11852,Ca Mau,football,19,male,no
11853,Hai Duong,marathon,19,male,yes
11854,Vinh Phuc,badminton,23,male,yes
11855,Binh Duong,football,23,female,no
11856,Binh Duong,volleyball,18,female,no
11857,Vinh,marathon,23,female,no
11858,Vinh Phuc,football,20,male,no
11859,Vinh,volleyball,22,male,no
11860,Vinh Phuc,badminton,19,female,no
11861,Vinh Phuc,badminton,18,male,yes
11862,Binh Duong,volleyball,20,female,no
11863,Ca Mau,football,20,female,yes
11864,Vinh,marathon,22,male,yes
11865,Vinh Phuc,football,18,male,no
11866,Hai Duong,marathon,21,male,no
11867,Vinh,badminton,20,male,no
11868,Hai Duong,football,22,male,yes
11869,Binh Duong,badminton,19,male,yes
11870,Binh Duong,volleyball,22,female,yes
11871,Hai Duong,football,22,male,yes
11872,Vinh,volleyball,18,female,no
11873,Ha Noi,marathon,18,female,no
11874,Hai Duong,volleyball,19,female,no
11875,Ha Noi,volleyball,18,male,yes
11876,Ca Mau,volleyball,23,male,no
11877,Vinh Phuc,badminton,20,male,no
11878,Ha Noi,football,21,male,no
11879,Binh Duong,volleyball,19,female,yes
11880,Hai Phong,badminton,18,female,no
11881,Binh Duong,marathon,18,male,yes
11882,Hai Phong,volleyball,18,female,no
11883,Ca Mau,marathon,22,male,yes
11884,Binh Duong,football,21,female,no
11885,Ha Noi,marathon,22,male,yes
11886,Vinh Phuc,badminton,19,male,yes
11887,Hai Phong,marathon,21,male,yes
11888,Vinh,badminton,18,male,yes
11889,Vinh Phuc,football,23,male,no
11890,Ha Noi,marathon,18,female,yes
11891,Hai Phong,football,23,male,yes
11892,Binh Duong,marathon,22,male,yes
11893,Vinh Phuc,badminton,20,male,no
11894,Ca Mau,football,23,male,yes
11895,Hai Duong,volleyball,23,female,yes
11896,Vinh Phuc,marathon,22,male,no
11897,Hai Duong,volleyball,23,female,yes
11898,Vinh Phuc,badminton,20,male,yes
11899,Hai Phong,marathon,20,female,yes
11900,Ca Mau,marathon,23,female,yes
11901,Ha Noi,badminton,22,female,yes
11902,Vinh Phuc,volleyball,20,male,yes
11903,Vinh,badminton,18,female,yes
11904,Hai Phong,volleyball,19,male,yes
11905,Vinh Phuc,marathon,18,female,yes
11906,Hai Phong,football,19,male,no
11907,Hai Phong,marathon,19,male,yes
11908,Vinh,badminton,23,male,yes
11909,Ha Noi,football,19,male,no
11910,Hai Duong,marathon,21,female,yes
11911,Binh Duong,badminton,20,female,no
11912,Hai Duong,badminton,22,female,no
11913,Binh Duong,badminton,20,male,no
11914,Hai Duong,football,21,male,yes
11915,Binh Duong,football,22,female,yes
11916,Ha Noi,volleyball,19,female,no
11917,Ca Mau,badminton,19,male,yes
11918,Hai Duong,football,20,male,yes
11919,Vinh,volleyball,22,female,no
11920,Binh Duong,marathon,21,female,yes
11921,Hai Duong,volleyball,20,male,yes
11922,Ha Noi,football,21,male,no
11923,Vinh,football,23,female,no
11924,Vinh Phuc,football,23,female,no
11925,Hai Phong,badminton,22,male,yes
11926,Hai Duong,badminton,20,female,yes
11927,Ca Mau,football,20,male,yes
11928,Ha Noi,badminton,20,male,no
11929,Vinh,badminton,22,female,yes
11930,Vinh,volleyball,19,male,yes
11931,Ha Noi,volleyball,18,male,yes
11932,Ha Noi,volleyball,18,female,no
11933,Hai Phong,volleyball,19,female,yes
11934,Vinh,badminton,22,female,yes
11935,Hai Duong,volleyball,22,male,no
11936,Hai Phong,badminton,21,female,yes
11937,Hai Phong,football,21,male,yes
11938,Hai Phong,badminton,21,female,yes
11939,Hai Phong,volleyball,20,female,no
11940,Vinh Phuc,badminton,21,female,yes
11941,Hai Duong,volleyball,22,female,yes
11942,Ca Mau,football,20,female,no
11943,Vinh Phuc,football,18,female,no
11944,Ha Noi,badminton,21,female,yes
11945,Vinh Phuc,badminton,21,female,no
11946,Vinh,badminton,20,female,no
11947,Vinh Phuc,football,19,male,yes
11948,Vinh Phuc,badminton,18,male,no
11949,Hai Phong,marathon,21,female,yes
11950,Vinh,badminton,20,male,no
11951,Hai Phong,volleyball,19,female,no
11952,Vinh Phuc,football,18,male,yes
11953,Ha Noi,volleyball,18,male,yes
11954,Binh Duong,marathon,20,female,no
11955,Vinh Phuc,marathon,19,female,no
11956,Ca Mau,marathon,21,female,yes
11957,Vinh,marathon,18,male,yes
11958,Hai Duong,badminton,18,female,yes
11959,Hai Phong,volleyball,19,male,no
11960,Binh Duong,volleyball,21,female,no
11961,Hai Phong,badminton,21,female,yes
11962,Vinh Phuc,football,18,male,yes
11963,Hai Phong,football,19,male,yes
11964,Hai Phong,marathon,22,male,no
11965,Vinh,marathon,21,male,yes
11966,Hai Duong,marathon,23,male,no
11967,Hai Duong,badminton,19,female,yes
11968,Ha Noi,volleyball,18,male,yes
11969,Hai Phong,marathon,23,female,no
11970,Ca Mau,football,23,male,yes
11971,Ha Noi,volleyball,22,female,yes
11972,Ca Mau,volleyball,21,male,yes
11973,Binh Duong,badminton,23,female,no
11974,Ha Noi,football,22,female,yes
11975,Ca Mau,volleyball,21,male,yes
11976,Hai Duong,football,19,female,no
11977,Vinh Phuc,badminton,19,female,yes
11978,Vinh,volleyball,21,male,yes
11979,Ca Mau,football,20,male,yes
11980,Ca Mau,volleyball,18,male,no
11981,Vinh,badminton,18,male,no
11982,Hai Phong,football,18,female,no
11983,Vinh Phuc,marathon,18,female,yes
11984,Vinh Phuc,volleyball,18,female,yes
11985,Vinh Phuc,badminton,20,female,yes
11986,Vinh Phuc,badminton,23,male,no
11987,Ha Noi,volleyball,18,male,yes
11988,Hai Phong,football,20,male,yes
11989,Vinh Phuc,volleyball,19,female,no
11990,Vinh Phuc,volleyball,18,female,no
11991,Binh Duong,volleyball,22,female,no
11992,Vinh Phuc,football,21,female,yes
11993,Vinh,marathon,20,male,no
11994,Vinh,badminton,19,female,no
11995,Vinh Phuc,marathon,18,male,yes
11996,Hai Phong,volleyball,22,male,no
11997,Ha Noi,football,21,female,yes
11998,Hai Phong,football,22,female,no
11999,Hai Phong,football,18,female,no
12000,Binh Duong,football,20,male,no
12001,Hai Phong,volleyball,21,female,yes
12002,Ca Mau,volleyball,19,female,yes
12003,Hai Duong,football,21,male,no
12004,Vinh,marathon,22,male,no
12005,Binh Duong,badminton,19,female,yes
12006,Ca Mau,marathon,21,male,yes
12007,Vinh Phuc,marathon,22,male,no
12008,Ca Mau,badminton,21,male,no
12009,Ca Mau,football,19,male,no
12010,Hai Duong,volleyball,20,male,no
12011,Ha Noi,marathon,23,female,no
12012,Ca Mau,volleyball,21,female,no
12013,Ca Mau,volleyball,23,female,no
12014,Vinh,football,21,female,no
12015,Vinh Phuc,volleyball,22,male,yes
12016,Binh Duong,badminton,21,male,yes
12017,Ca Mau,badminton,18,male,yes
12018,Ca Mau,volleyball,19,male,yes
12019,Hai Phong,marathon,21,female,yes
12020,Hai Duong,marathon,20,male,yes
12021,Hai Duong,marathon,22,female,no
12022,Ha Noi,volleyball,19,male,no
12023,Ha Noi,badminton,23,female,no
12024,Ha Noi,marathon,20,male,yes
12025,Vinh,football,19,male,no
12026,Vinh,marathon,23,male,no
12027,Hai Duong,volleyball,20,female,yes
12028,Binh Duong,football,19,female,no
12029,Ha Noi,marathon,21,male,yes
12030,Ha Noi,football,20,male,no
12031,Ha Noi,volleyball,22,female,no
12032,Ca Mau,marathon,18,female,yes
12033,Ha Noi,marathon,20,male,yes
12034,Binh Duong,volleyball,20,female,no
12035,Ca Mau,volleyball,18,male,yes
12036,Vinh,football,18,male,yes
12037,Binh Duong,football,21,female,no
12038,Ca Mau,badminton,23,female,yes
12039,Hai Phong,badminton,22,male,yes
12040,Hai Phong,volleyball,23,female,yes
12041,Vinh,volleyball,21,male,no
12042,Vinh Phuc,volleyball,22,male,yes
12043,Binh Duong,volleyball,20,male,no
12044,Ca Mau,badminton,20,female,yes
12045,Vinh,volleyball,20,male,yes
12046,Vinh Phuc,football,22,female,yes
12047,Vinh Phuc,badminton,19,female,yes
12048,Hai Phong,football,21,male,no
12049,Hai Phong,football,19,male,no
12050,Ha Noi,volleyball,20,female,yes
12051,Binh Duong,badminton,21,female,no
12052,Ha Noi,volleyball,20,female,yes
12053,Ha Noi,badminton,21,female,yes
12054,Binh Duong,badminton,20,female,no
12055,Hai Duong,volleyball,19,female,yes
12056,Vinh,volleyball,20,female,no
12057,Ha Noi,volleyball,19,male,no
12058,Vinh Phuc,marathon,21,male,no
12059,Ha Noi,football,19,male,yes
12060,Ha Noi,volleyball,23,male,no
12061,Vinh,badminton,20,female,no
12062,Hai Phong,volleyball,20,female,yes
12063,Hai Duong,volleyball,19,male,yes
12064,Binh Duong,football,23,female,no
12065,Binh Duong,marathon,19,male,yes
12066,Hai Phong,volleyball,20,female,no
12067,Binh Duong,badminton,20,male,yes
12068,Hai Duong,volleyball,22,male,yes
12069,Vinh Phuc,marathon,23,female,no
12070,Vinh,volleyball,19,female,no
12071,Hai Phong,badminton,20,male,no
12072,Binh Duong,badminton,20,male,no
12073,Binh Duong,marathon,20,female,no
12074,Vinh Phuc,football,20,male,no
12075,Binh Duong,marathon,23,female,yes
12076,Vinh,marathon,20,female,yes
12077,Ha Noi,football,23,male,yes
12078,Hai Phong,marathon,23,female,no
12079,Hai Phong,volleyball,23,female,yes
12080,Hai Phong,volleyball,19,female,no
12081,Hai Phong,badminton,22,female,no
12082,Hai Phong,volleyball,20,female,yes
12083,Hai Phong,volleyball,21,female,no
12084,Hai Phong,football,19,male,yes
12085,Ca Mau,football,20,female,no
12086,Ha Noi,badminton,21,male,yes
12087,Vinh Phuc,football,22,female,no
12088,Vinh Phuc,badminton,22,male,yes
12089,Ca Mau,marathon,18,female,no
12090,Vinh,marathon,20,male,yes
12091,Ha Noi,marathon,19,female,yes
12092,Hai Duong,marathon,23,male,no
12093,Ca Mau,football,23,female,yes
12094,Ca Mau,volleyball,22,male,no
12095,Vinh Phuc,football,21,female,no
12096,Binh Duong,marathon,20,female,no
12097,Hai Duong,volleyball,22,male,no
12098,Binh Duong,football,18,female,yes
12099,Vinh,volleyball,20,female,no
12100,Binh Duong,marathon,22,female,yes
12101,Ha Noi,football,20,female,yes
12102,Binh Duong,badminton,20,female,no
12103,Vinh Phuc,volleyball,21,female,no
12104,Hai Phong,football,20,female,no
12105,Vinh Phuc,football,20,male,yes
12106,Hai Phong,marathon,23,female,yes
12107,Vinh,football,23,male,no
12108,Vinh Phuc,marathon,22,female,yes
12109,Ca Mau,football,20,male,no
12110,Ca Mau,volleyball,19,male,yes
12111,Binh Duong,badminton,18,female,no
12112,Binh Duong,marathon,23,male,yes
12113,Hai Phong,marathon,23,female,no
12114,Ca Mau,volleyball,18,male,no
12115,Hai Duong,marathon,19,female,no
12116,Hai Phong,volleyball,21,male,yes
12117,Hai Duong,volleyball,22,female,no
12118,Binh Duong,volleyball,19,female,yes
12119,Hai Phong,marathon,18,female,no
12120,Vinh,volleyball,22,female,yes
12121,Vinh Phuc,badminton,20,male,yes
12122,Vinh Phuc,badminton,19,female,no
12123,Vinh Phuc,marathon,19,male,no
12124,Vinh Phuc,badminton,22,female,no
12125,Ca Mau,badminton,18,male,no
12126,Ha Noi,football,22,male,yes
12127,Vinh Phuc,football,18,male,yes
12128,Vinh,volleyball,20,female,yes
12129,Vinh Phuc,football,21,female,yes
12130,Binh Duong,marathon,23,female,no
12131,Hai Duong,badminton,21,female,yes
12132,Ha Noi,marathon,22,male,yes
12133,Vinh Phuc,marathon,19,female,no
12134,Vinh Phuc,volleyball,22,male,no
12135,Vinh Phuc,marathon,18,female,no
12136,Vinh Phuc,football,20,male,no
12137,Hai Duong,football,21,female,yes
12138,Binh Duong,marathon,21,male,yes
12139,Vinh,badminton,18,male,no
12140,Hai Duong,volleyball,18,female,yes
12141,Hai Phong,badminton,18,male,yes
12142,Hai Duong,badminton,19,female,yes
12143,Ha Noi,volleyball,18,female,yes
12144,Ca Mau,marathon,20,female,no
12145,Ha Noi,football,18,male,no
12146,Vinh Phuc,badminton,18,male,no
12147,Hai Phong,volleyball,22,male,yes
12148,Hai Duong,football,20,female,yes
12149,Vinh,badminton,23,male,yes
12150,Ca Mau,badminton,22,male,no
12151,Vinh,football,20,male,no
12152,Vinh,badminton,22,male,yes
12153,Ha Noi,badminton,21,male,yes
12154,Hai Duong,badminton,23,female,yes
12155,Ca Mau,volleyball,18,female,yes
12156,Vinh Phuc,badminton,23,male,yes
12157,Ca Mau,football,22,male,no
12158,Vinh,badminton,23,male,yes
12159,Ha Noi,marathon,18,male,yes
12160,Vinh,badminton,21,female,no
12161,Vinh Phuc,football,18,female,yes
12162,Vinh Phuc,football,18,female,yes
12163,Ca Mau,volleyball,21,female,no
12164,Hai Duong,volleyball,19,female,no
12165,Hai Phong,football,18,male,yes
12166,Hai Phong,football,21,female,yes
12167,Hai Phong,football,18,female,no
12168,Hai Phong,volleyball,20,male,no
12169,Ca Mau,badminton,21,male,no
12170,Vinh Phuc,volleyball,19,female,no
12171,Binh Duong,marathon,22,male,yes
12172,Ca Mau,volleyball,19,female,yes
12173,Binh Duong,marathon,22,male,no
12174,Vinh Phuc,volleyball,20,male,yes
12175,Ca Mau,football,22,female,no
12176,Hai Phong,football,21,female,yes
12177,Hai Duong,football,22,female,no
12178,Hai Duong,marathon,19,female,yes
12179,Ca Mau,volleyball,21,female,yes
12180,Vinh Phuc,volleyball,22,male,no
12181,Vinh Phuc,badminton,18,male,yes
12182,Hai Duong,badminton,22,female,yes
12183,Binh Duong,volleyball,19,female,no
12184,Hai Phong,marathon,18,male,no
12185,Binh Duong,volleyball,19,female,no
12186,Vinh,volleyball,21,female,yes
12187,Binh Duong,marathon,18,male,yes
12188,Vinh,badminton,18,female,yes
12189,Ha Noi,marathon,22,male,no
12190,Vinh,marathon,23,male,no
12191,Hai Phong,marathon,21,male,yes
12192,Ca Mau,badminton,22,male,no
12193,Binh Duong,volleyball,22,female,yes
12194,Binh Duong,football,23,male,yes
12195,Hai Phong,football,21,male,no
12196,Vinh Phuc,marathon,18,female,no
12197,Ca Mau,badminton,22,male,no
12198,Hai Duong,volleyball,18,male,no
12199,Ca Mau,volleyball,22,male,no
12200,Vinh,football,21,female,no
12201,Vinh,volleyball,22,female,no
12202,Ca Mau,marathon,19,male,no
12203,Binh Duong,badminton,18,female,no
12204,Hai Duong,marathon,23,male,no
